"gene_symbol","gene_rank","gene_desc","hos_log2FC","hos_padj","os17_log2FC","os17_padj","Name","MOA","Phase"
"AKT1",1026,"AKT serine/threonine kinase 1",-0.745675207,2.62e-116,-0.43065507,1.02e-13,"4,5,6,7-tetrabromobenzotriazole","casein kinase inhibitor","Preclinical"
"RPS2",1032,"ribosomal protein S2",-0.664658711,2.11e-66,-0.761883998,1.29e-18,"emetine","protein synthesis inhibitor","Phase 2"
"TAOK2",1036,"TAO kinase 2",-0.985038362,1.7e-60,-1.735449489,6.7e-20,"dexfosfoserine","membrane integrity inhibitor","Preclinical"
"PPAT",1067,"phosphoribosyl pyrophosphate amidotransferase",0.598213732,1.21e-41,0.948954653,1.14e-27,"azathioprine","dehydrogenase inhibitor","Launched"
"PPAT",1067,"phosphoribosyl pyrophosphate amidotransferase",0.598213732,1.21e-41,0.948954653,1.14e-27,"L-glutamine",NA,"Launched"
"PPAT",1067,"phosphoribosyl pyrophosphate amidotransferase",0.598213732,1.21e-41,0.948954653,1.14e-27,"mercaptopurine","immunosuppressant, protein synthesis inhibitor, purine antagonist","Launched"
"PGRMC1",1069,"progesterone receptor membrane component 1",-1.328538412,6.97e-120,-0.583912346,6.25e-13,"dextromethorphan","glutamate receptor antagonist, sigma receptor agonist","Launched"
"PGRMC1",1069,"progesterone receptor membrane component 1",-1.328538412,6.97e-120,-0.583912346,6.25e-13,"nortriptyline","tricyclic antidepressant","Launched"
"PGRMC1",1069,"progesterone receptor membrane component 1",-1.328538412,6.97e-120,-0.583912346,6.25e-13,"SM-21","sigma receptor antagonist","Preclinical"
"THRA",1089,"thyroid hormone receptor alpha",-1.520935255,2.26e-95,-0.864432275,5.04e-14,"levothyroxine","thyroid hormone stimulant","Launched"
"THRA",1089,"thyroid hormone receptor alpha",-1.520935255,2.26e-95,-0.864432275,5.04e-14,"liothyronine","thyroid hormone stimulant","Launched"
"THRA",1089,"thyroid hormone receptor alpha",-1.520935255,2.26e-95,-0.864432275,5.04e-14,"sobetirome","thyroid hormone receptor agonist","Phase 1/Phase 2"
"THRA",1089,"thyroid hormone receptor alpha",-1.520935255,2.26e-95,-0.864432275,5.04e-14,"tiratricol","thyroid hormone stimulant","Launched"
"MGST3",1090,"microsomal glutathione S-transferase 3",-1.680774102,3.43e-131,-1.24099352,4.83e-12,"glutathione","antioxidant","Phase 3"
"PRKAB2",1091,"protein kinase AMP-activated non-catalytic subunit beta 2",0.416508511,5.21e-22,1.800059913,2.22e-69,"adenosine-phosphate","adenosine receptor agonist","Launched"
"PRKAB2",1091,"protein kinase AMP-activated non-catalytic subunit beta 2",0.416508511,5.21e-22,1.800059913,2.22e-69,"aspirin","cyclooxygenase inhibitor","Launched"
"ATP6V1A",1107,"ATPase H+ transporting V1 subunit A",-0.732573348,1.23e-30,-1.27402559,3.88e-37,"alendronate","bone resorption inhibitor","Launched"
"ATP6V1A",1107,"ATPase H+ transporting V1 subunit A",-0.732573348,1.23e-30,-1.27402559,3.88e-37,"etidronic-acid","bone resorption inhibitor","Launched"
"ATP6V1A",1107,"ATPase H+ transporting V1 subunit A",-0.732573348,1.23e-30,-1.27402559,3.88e-37,"tiludronate","bone resorption inhibitor, osteoclast inhibitor","Launched"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"BMS-833923","smoothened receptor antagonist","Phase 2"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"CUR-61414","smoothened receptor antagonist","Phase 1"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"fluocinonide","glucocorticoid receptor agonist","Launched"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"glasdegib","hedgehog pathway inhibitor","Launched"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"M-25","smoothened receptor antagonist","Preclinical"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"PF-5274857","smoothened receptor antagonist","Preclinical"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"purmorphamine","smoothened receptor agonist","Preclinical"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"SAG","smoothened receptor agonist","Preclinical"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"SANT-1","smoothened receptor antagonist","Preclinical"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"SANT-2","smoothened receptor antagonist","Preclinical"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"sonidegib","smoothened receptor antagonist","Launched"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"taladegib","smoothened receptor antagonist","Phase 2"
"SMO",1111,"smoothened, frizzled class receptor",-1.402659741,7.93e-30,-1.289891172,1.5e-38,"vismodegib","hedgehog pathway inhibitor, smoothened receptor antagonist","Launched"
"SDSL",1121,"serine dehydratase like",2.402973168,8.43e-73,1.189350119,1.62e-15,"MC-1",NA,"Phase 3"
"GAMT",1125,"guanidinoacetate N-methyltransferase",-1.256759421,5.97e-33,-2.963270039,1.85e-32,"creatine",NA,"Launched"
"GAMT",1125,"guanidinoacetate N-methyltransferase",-1.256759421,5.97e-33,-2.963270039,1.85e-32,"guanidine","HSP inhibitor","Launched"
"EIF4G1",1127,"eukaryotic translation initiation factor 4 gamma 1",0.301762788,1.88e-36,0.459376005,7.64e-29,"4E1RCat","protein synthesis inhibitor","Preclinical"
"HSPB1",1132,"heat shock protein family B (small) member 1",-0.475703843,2.57e-28,-1.303728232,3.98e-39,"bicyclol","NFkB pathway inhibitor","Launched"
"HSPB1",1132,"heat shock protein family B (small) member 1",-0.475703843,2.57e-28,-1.303728232,3.98e-39,"SB-242235","p38 MAPK inhibitor","Phase 1"
"CSNK1E",1138,"casein kinase 1 epsilon",0.326101319,4e-19,1.44165753,3.98e-83,"IC261","casein kinase inhibitor","Preclinical"
"CSNK1E",1138,"casein kinase 1 epsilon",0.326101319,4e-19,1.44165753,3.98e-83,"PF-4800567","casein kinase inhibitor","Preclinical"
"CSNK1E",1138,"casein kinase 1 epsilon",0.326101319,4e-19,1.44165753,3.98e-83,"PF-670462","casein kinase inhibitor","Preclinical"
"CSNK1E",1138,"casein kinase 1 epsilon",0.326101319,4e-19,1.44165753,3.98e-83,"TA-01","casein kinase inhibitor, MAP kinase inhibitor","Preclinical"
"EPHB4",1145,"EPH receptor B4",-1.231826158,1.16e-63,-0.591726652,1.71e-16,"NVP-BHG712","ephrin inhibitor","Preclinical"
"EPHB4",1145,"EPH receptor B4",-1.231826158,1.16e-63,-0.591726652,1.71e-16,"vandetanib","EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","Launched"
"EPHB4",1145,"EPH receptor B4",-1.231826158,1.16e-63,-0.591726652,1.71e-16,"XL647","EGFR inhibitor, VEGFR inhibitor","Phase 3"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"acetylcysteine","mucolytic agent","Launched"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"BAY-11-7082","NFkB pathway inhibitor","Preclinical"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"bortezomib","NFkB pathway inhibitor, proteasome inhibitor","Launched"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"caffeic-acid-phenethyl-ester","HIV integrase inhibitor","Preclinical"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"NFKB-activation-inhibitor-II","NFkB pathway inhibitor","Preclinical"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"parthenolide-(alternate-stereo)","NFkB pathway inhibitor","Preclinical"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"pyrrolidine-dithiocarbamate","NFkB pathway inhibitor","Preclinical"
"RELA",1147,"RELA proto-oncogene, NF-kB subunit",0.812144858,6.97e-53,0.905824074,5.99e-19,"triptolide","RNA polymerase inhibitor","Phase 3"
"FOXM1",1156,"forkhead box M1",-0.444530257,5.12e-18,-1.740712115,3.83e-91,"thiostrepton","FOXM1 inhibitor, protein synthesis inhibitor","Launched"
"PRC1",1158,"protein regulator of cytokinesis 1",-0.416043837,6.16e-22,-1.525462428,7.23e-55,"PRT4165","polycomb repressive complex inhibitor","Preclinical"
"MAP1A",1169,"microtubule associated protein 1A",-0.681507082,1.52e-17,-2.58428754,6.7e-96,"estramustine","DNA alkylating agent","Launched"
"MAP1A",1169,"microtubule associated protein 1A",-0.681507082,1.52e-17,-2.58428754,6.7e-96,"estramustine-phosphate","DNA synthesis inhibitor, microtubule inhibitor","Launched"
"ABCC9",1171,"ATP binding cassette subfamily C member 9",1.507456823,4.66e-15,3.383619459,0,"adenosine-triphosphate","adenosine receptor agonist","Phase 2"
"ABCC9",1171,"ATP binding cassette subfamily C member 9",1.507456823,4.66e-15,3.383619459,0,"glyburide","ATP channel blocker, insulin secretagogue, sulfonylurea","Launched"
"ABCC9",1171,"ATP binding cassette subfamily C member 9",1.507456823,4.66e-15,3.383619459,0,"minoxidil","KATP activator, Kir6 channel (KATP) activator, vasodilator","Launched"
"ABCC9",1171,"ATP binding cassette subfamily C member 9",1.507456823,4.66e-15,3.383619459,0,"pinacidil","ATP channel activator, potassium channel activator","Launched"
"TXNRD1",1178,"thioredoxin reductase 1",0.427867676,5.35e-45,1.02270601,4.87e-21,"arsenic-trioxide","apoptosis stimulant","Launched"
"TXNRD1",1178,"thioredoxin reductase 1",0.427867676,5.35e-45,1.02270601,4.87e-21,"flavin-adenine-dinucleotide",NA,"Preclinical"
"TXNRD1",1178,"thioredoxin reductase 1",0.427867676,5.35e-45,1.02270601,4.87e-21,"spermidine","glutamate receptor modulator","Preclinical"
"MARK3",1195,"microtubule affinity regulating kinase 3",0.50354961,1.25e-29,0.70607131,8.85e-33,"7-hydroxystaurosporine","CDK inhibitor, CHK inhibitor, PKC inhibitor","Phase 2"
"ADAM17",1221,"ADAM metallopeptidase domain 17",0.49375137,1e-17,1.144501902,2.12e-73,"apratastat","matrix metalloprotease inhibitor, tumor necrosis factor production inhibitor","Phase 2"
"ADAM17",1221,"ADAM metallopeptidase domain 17",0.49375137,1e-17,1.144501902,2.12e-73,"cipemastat","metalloproteinase inhibitor","Phase 3"
"RPL3",1230,"ribosomal protein L3",-1.116291382,8.47e-149,-0.425487922,1.45e-09,"anisomycin","DNA synthesis inhibitor","Preclinical"
"RPL3",1230,"ribosomal protein L3",-1.116291382,8.47e-149,-0.425487922,1.45e-09,"cycloheximide","protein synthesis inhibitor","Preclinical"
"RPL3",1230,"ribosomal protein L3",-1.116291382,8.47e-149,-0.425487922,1.45e-09,"homoharringtonine","protein synthesis inhibitor","Launched"
"RPL3",1230,"ribosomal protein L3",-1.116291382,8.47e-149,-0.425487922,1.45e-09,"puromycin","protein synthesis inhibitor","Preclinical"
"ALDH7A1",1233,"aldehyde dehydrogenase 7 family member A1",-0.970360922,1.76e-22,-1.423494471,3.44e-43,"coenzyme-I",NA,"Phase 2"
"NDUFB4",1274,"NADH:ubiquinone oxidoreductase subunit B4",-1.164897533,4.98e-113,-0.655313169,4.09e-10,"coenzyme-I",NA,"Phase 2"
"SLC52A2",1280,"solute carrier family 52 member 2",0.825705349,4.83e-30,1.274461357,1.5e-28,"NCS-382","GABA receptor antagonist","Preclinical"
"PIM2",1281,"Pim-2 proto-oncogene, serine/threonine kinase",-1.40752141,3.41e-33,-1.505094917,3.39e-25,"AZD1208","Pim kinase inhibitor","Phase 1"
"PIM2",1281,"Pim-2 proto-oncogene, serine/threonine kinase",-1.40752141,3.41e-33,-1.505094917,3.39e-25,"SGI-1776","Pim kinase inhibitor","Phase 1"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"A-674563","AKT inhibitor","Preclinical"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"AT7867","AKT inhibitor","Preclinical"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"bucladesine","adenosine receptor agonist, cAMP stimulant","Launched"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"CW-008","PKA activator","Preclinical"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"dexfosfoserine","membrane integrity inhibitor","Preclinical"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"ellagic-acid","glutathione transferase inhibitor, non-nucleoside reverse transcriptase inhibitor","Phase 2"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"fasudil","rho associated kinase inhibitor","Launched"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"H-89","PKA inhibitor","Preclinical"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"hydroxyfasudil","rho associated kinase inhibitor","Preclinical"
"PRKACA",1283,"protein kinase cAMP-activated catalytic subunit alpha",-0.673892981,1.73e-23,-1.391683377,4.06e-38,"Y-27632","rho associated kinase inhibitor","Preclinical"
"NRP1",1287,"neuropilin 1",0.698725997,1.86e-20,1.658096354,2.2e-47,"EG00229","neuropilin receptor antagonist","Preclinical"
"GPI",1290,"glucose-6-phosphate isomerase",-0.630961748,1.33e-22,-1.316569964,8.19e-40,"adaprev","TGF beta receptor inhibitor","Phase 3"
"CYB5R3",1291,"cytochrome b5 reductase 3",-0.938999427,7.68e-118,-0.548019487,6.31e-10,"coenzyme-I",NA,"Phase 2"
"CYB5R3",1291,"cytochrome b5 reductase 3",-0.938999427,7.68e-118,-0.548019487,6.31e-10,"flavin-adenine-dinucleotide",NA,"Preclinical"
"ITGA4",1293,"integrin subunit alpha 4",-0.658739217,1.79e-39,-0.80850688,5.45e-21,"BIO-1211","integrin antagonist","Phase 2"
"ITGA4",1293,"integrin subunit alpha 4",-0.658739217,1.79e-39,-0.80850688,5.45e-21,"BIO-5192","integrin inhibitor","Preclinical"
"ITGA4",1293,"integrin subunit alpha 4",-0.658739217,1.79e-39,-0.80850688,5.45e-21,"CT-7758","integrin antagonist","Phase 2"
"ITGA4",1293,"integrin subunit alpha 4",-0.658739217,1.79e-39,-0.80850688,5.45e-21,"firategrast","integrin antagonist","Phase 2"
"ITGA4",1293,"integrin subunit alpha 4",-0.658739217,1.79e-39,-0.80850688,5.45e-21,"SB-683698","integrin antagonist","Phase 1"
"ITGA4",1293,"integrin subunit alpha 4",-0.658739217,1.79e-39,-0.80850688,5.45e-21,"TCS-2314","integrin inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"alvocidib","CDK inhibitor","Phase 2"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"aminopurvalanol-a","CDK inhibitor, tyrosine kinase inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"AT-7519","CDK inhibitor","Phase 2"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"BMS-265246","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"CDK1-5-inhibitor","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"CGP-60474","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"CGP-74514","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"CHIR-99021","glycogen synthase kinase inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"dinaciclib","CDK inhibitor","Phase 3"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"indirubin","CDK inhibitor, glycogen synthase kinase inhibitor","Phase 2/Phase 3"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"indirubin-3-monoxime","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"JNJ-7706621","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"kenpaullone","CDK inhibitor, glycogen synthase kinase inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"olomoucine","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"PF-573228","focal adhesion kinase inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"PHA-767491","CDC inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"PHA-793887","CDK inhibitor","Phase 1"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"purvalanol-A","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"P276-00","CDK inhibitor","Phase 2"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"RGB-286638","CDK inhibitor","Phase 1"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"Ro-3306","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"R547","CDK inhibitor","Phase 1"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"SU9516","CDK inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"terameprocol","lipoxygenase inhibitor","Phase 1/Phase 2"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"TG-02","CDK inhibitor, FLT3 inhibitor, JAK inhibitor","Phase 1/Phase 2"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"1-azakenpaullone","glycogen synthase kinase inhibitor","Preclinical"
"CDK1",1298,"cyclin dependent kinase 1",-0.648019509,3.07e-22,-1.160270349,2.43e-40,"7-hydroxystaurosporine","CDK inhibitor, CHK inhibitor, PKC inhibitor","Phase 2"
"PDHA1",1299,"pyruvate dehydrogenase E1 subunit alpha 1",-0.688440701,4.94e-48,-0.582405672,6.04e-17,"coenzyme-I",NA,"Phase 2"
"PDHA1",1299,"pyruvate dehydrogenase E1 subunit alpha 1",-0.688440701,4.94e-48,-0.582405672,6.04e-17,"CPI-613","pyruvate dehydrogenase inhibitor","Phase 3"
"SLC25A6",1307,"solute carrier family 25 member 6",1.58480804,5.05e-37,1.771216498,8.96e-22,"clodronic-acid","bone resorption inhibitor","Launched"
"PLOD3",1334,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",0.82888598,2.72e-79,0.460385849,2.19e-11,"succinic-acid",NA,"Launched"
"CDK8",1335,"cyclin dependent kinase 8",0.691080342,1.89e-40,0.806163902,4.14e-19,"alvocidib","CDK inhibitor","Phase 2"
"LDHB",1358,"lactate dehydrogenase B",-0.666035265,4.52e-66,-0.509995358,1.12e-12,"coenzyme-I",NA,"Phase 2"
"ADIPOR2",1360,"adiponectin receptor 2",-0.453028791,4.42e-34,-0.540617727,9.08e-22,"adiporon","adiponectin receptor agonist","Preclinical"
"ADIPOR2",1360,"adiponectin receptor 2",-0.453028791,4.42e-34,-0.540617727,9.08e-22,"taxifolin","opioid receptor antagonist","Phase 2"
"PAK1",1361,"p21 (RAC1) activated kinase 1",-0.81933334,1.88e-43,-0.662519623,2.79e-17,"FRAX486","serine/threonine kinase inhibitor","Preclinical"
"PAK1",1361,"p21 (RAC1) activated kinase 1",-0.81933334,1.88e-43,-0.662519623,2.79e-17,"IPA-3","p21 activated kinase inhibitor","Preclinical"
"PAK1",1361,"p21 (RAC1) activated kinase 1",-0.81933334,1.88e-43,-0.662519623,2.79e-17,"NVS-PAK1-1","p21 activated kinase inhibitor","Preclinical"
"PAK1",1361,"p21 (RAC1) activated kinase 1",-0.81933334,1.88e-43,-0.662519623,2.79e-17,"RKI-1447","rho associated kinase inhibitor","Preclinical"
"CHD1",1366,"chromodomain helicase DNA binding protein 1",1.026026882,6.75e-108,0.859072647,2.25e-09,"epirubicin","topoisomerase inhibitor","Launched"
"TTK",1377,"TTK protein kinase",-0.598966315,7.07e-21,-1.324660402,9.58e-38,"MPI-0479605","mitotic kinase inhibitor","Preclinical"
"TTK",1377,"TTK protein kinase",-0.598966315,7.07e-21,-1.324660402,9.58e-38,"Mps-BAY-2a","monopolar spindle 1 kinase inhibitor","Preclinical"
